text,label,label_name
why did you give me so little currency?,29,wrong_exchange_rate_for_cash_withdrawal
can you tell me what the cash withdrawal is in my statement?,11,cash_withdrawal_not_recognised
it appears as though my card payment was duplicated. i paid at the store earlier today. the first time it was declined and the second time it worked. the app is still showing one of the payments to be pending. please take one of these off because clearly the first was declined and is not correct.,25,transaction_charged_twice
"i deposited a cheque, why isn't my balance showing that i did?",2,balance_not_updated_after_cheque_or_cash_deposit
i am planning activating my card was it possible?,0,activate_my_card
i bought something online and it says there was a fee to transfer money. isn't that free?,26,transfer_fee_charged
"please help me, as my topup amount has been reverted, i did it correctly. i think there is some defect in system.",24,top_up_reverted
"i want to transfer money to a beneficiary, but i couldn't.",3,beneficiary_not_allowed
how long do i have to wait until the transferred money shows up?,1,balance_not_updated_after_bank_transfer
"i was trying to use my card and it was declined, when i tried to find out what happened i found cash withdraw for $500 that i didn't do. can you please help figure this out?",11,cash_withdrawal_not_recognised
online banking is not showing my cheque or cash deposit so the balance is incorrect.,2,balance_not_updated_after_cheque_or_cash_deposit
why hasn't my son received the transfer i sent to him earlier?,27,transfer_not_received_by_recipient
"i tried to take out some money from an atm earlier today and it was declined. looking on my screen now, i still see that it's pending for that amount. i didn't actually get that money, so i don't want it processed on my account.",17,pending_cash_withdrawal
can i link a card of yours i already have?,6,card_linking
there is a payment that is not mine in the app.,8,card_payment_not_recognised
how long will it take for my cash withdrawal to stop pending,17,pending_cash_withdrawal
"i need an accurate exchange rate, when i make my withdrawals.",29,wrong_exchange_rate_for_cash_withdrawal
why has my top-up been returned to my account?,24,top_up_reverted
i am unhappy with an item i bought. how do i get a refund?,21,request_refund
why am i seeing a transfer fee on my bank statement?,26,transfer_fee_charged
why do i see an extra fee on my statement?,15,extra_charge_on_statement
the day before yesterday i transferred funds to another account within the country. the funds have not yet arrived. i double and triple checked the account number and it was correct. why hasn't the transfer been completed yet?,27,transfer_not_received_by_recipient
why am i being a charged for using my card?,7,card_payment_fee_charged
"hello, i have noticed a problem on my recent withdrawal at the banks atm machine. i made a transaction and upon receiving my funds from the machine, a fee was assessed to my withdrawal. are these types of transactions free of charge?",10,cash_withdrawal_charge
"i tried to make a top-up and it was canceled, why is that?",24,top_up_reverted
please update me on whether you have received the funds for the refund of the large purchase i made recently. i have requested this from the merchant days ago but still haven't got anything.,20,Refund_not_showing_up
i tried transferring to an account but it won't let me.,3,beneficiary_not_allowed
why am i being charged to make cash withdrawals? i thought they were supposed to be free!,10,cash_withdrawal_charge
"i don't think the transaction has gone through, so can i cancel a transfer?",4,cancel_transfer
how long does it take for a refund to appear?,20,Refund_not_showing_up
"in my statement, there was an extra €1 fee",15,extra_charge_on_statement
why did you charge a fee when i withdrew from an atm?,10,cash_withdrawal_charge
i got charged in double and want a refund,25,transaction_charged_twice
i was using a foreign currecy to make a payment and the applied the wrong rate.,9,card_payment_wrong_exchange_rate
why hasn't my refund appeared on my statement?,20,Refund_not_showing_up
"hi, i'm trying to by some crypto and the app isn't allowing it. i really want to exchange this, what am i doing wrong?",3,beneficiary_not_allowed
why am i being charged for withdrawing cash but haven't in the past?,10,cash_withdrawal_charge
i noticed an extra charge on the purchase that i made last saturday on my account. can you see if i received the correct exchange rate?,9,card_payment_wrong_exchange_rate
why was there an extra charge with the withdrawal of my money?,10,cash_withdrawal_charge
i can't withdraw money,13,declined_cash_withdrawal
can you please advise if there is something wrong with my card? i have had multiple rejections and do not know the reason. thanks!,12,declined_card_payment
i have an unknown direct debit payment on my account,14,direct_debit_payment_not_recognised
"i deposited cash this morning, but it is not yet available.",2,balance_not_updated_after_cheque_or_cash_deposit
i see a reverted payment on my account. why has this happened?,22,reverted_card_payment?
i havent got my card,5,card_arrival
the balance hasn't changed yet after depositing a cheque with some money.,2,balance_not_updated_after_cheque_or_cash_deposit
my app shows a direct debit that isn't mine.,14,direct_debit_payment_not_recognised
how do i track the card you sent to me?,5,card_arrival
i have a new card and i need to activate it.,0,activate_my_card
my money i added isn't on my card.,23,top_up_failed
i didn't initiate a direct debit that i see on my account,14,direct_debit_payment_not_recognised
my top-up seems to be pending for a long time?,18,pending_top_up
how long will it take for my cash withdrawal to no longer show as pending?,17,pending_cash_withdrawal
help my money isnt showing up,1,balance_not_updated_after_bank_transfer
"i just topped up, and the app denied it.",23,top_up_failed
i bought an item and the exchange rate was wrong.,9,card_payment_wrong_exchange_rate
my wallet was just stolen and i see my account already has a withdrawal. can you please help me.,11,cash_withdrawal_not_recognised
i was charged the wrong exchange rate on a purchase,9,card_payment_wrong_exchange_rate
why is there a fee for a payment on my card?,7,card_payment_fee_charged
i could not get money from an atm,13,declined_cash_withdrawal
"it says that my payment is pending, what does that mean?",16,pending_card_payment
how do i know when my new card is going to arrive?,5,card_arrival
i have my card now how do i activate it?,0,activate_my_card
help! i just realised someone has apparently withdrawn money using my card! it's from some odd remote town where i definitely haven't been. please freeze it immediately!,11,cash_withdrawal_not_recognised
why is this payment on my app,8,card_payment_not_recognised
i would like my card activated.,0,activate_my_card
the payment for the card did not go through,12,declined_card_payment
what do i do if i got the wrong amount at the atm?,28,wrong_amount_of_cash_received
"hello, is there any way to double check my card? i have never had issues with withdraws in the past, but this morning on the way to work it was unexpectedly declined.",13,declined_cash_withdrawal
the balance has not been updated.,1,balance_not_updated_after_bank_transfer
"the exchange rate you're using is terrible - this can't be the official interbank exchange rate, can it?",9,card_payment_wrong_exchange_rate
why is there an extra fee on my statement?,15,extra_charge_on_statement
my card was not accepted in a shop,12,declined_card_payment
"i'm not sure why my payment has been declined? please tell me why, i thought it was all good.",12,declined_card_payment
what happened! i asked for 30 pounds at your atm and only go 10. the machine lied about it too. it said i received the full 30 pounds. someone better help me asap on this.,28,wrong_amount_of_cash_received
i need assistance with activating my new card.,0,activate_my_card
i'm still waiting on my new card to be delivered!,5,card_arrival
why did you charge me more for my purchase? it was a foreign currency and you didn't offer market rate,9,card_payment_wrong_exchange_rate
i need help right now. i realize i sent my payment to the wrong account number after making a typo. please cancel the transfer now since i can't do it from the app.,4,cancel_transfer
"hello, i tried to take out some money out of the atm, but it's still showing that it's pending? i really don't want to be charged for this.",17,pending_cash_withdrawal
there is a payment showing as pending and hasn't posted for a few days. when will it post?,16,pending_card_payment
what is the time frame that it usually takes for a transfer to come through? i have a friend needing it immediately but it has yet to come through.,27,transfer_not_received_by_recipient
what happened to my top-up? it's not reflected.,18,pending_top_up
why was i not able to get cash from the atm?,13,declined_cash_withdrawal
is there a place to check for fee for payments? i feel like i'm getting charged too much at times.,7,card_payment_fee_charged
"how long do eu transfers take? i bought something online a couple of days ago , sent the money immediately online but the seller says it is still not there yet.",19,pending_transfer
is there a charge for getting cash?,10,cash_withdrawal_charge
how come i got to pay to get my money from the atm?,10,cash_withdrawal_charge
should my cash withdrawal still be pending?,17,pending_cash_withdrawal
a refund is taking too long.,20,Refund_not_showing_up
"i'm pretty frustrated about a pound charge that keeps showing up in my account statement. it's listed in the app as ""pending"", it never changes, and now i'm thinking someone's hacked my account!",15,extra_charge_on_statement
i am waiting for a payment to be processed,16,pending_card_payment
what is the $1 transaction on my account?,15,extra_charge_on_statement
my payment came back for something i'm trying to buy online? it's been doing it for two weeks. do you know what the issue is?,22,reverted_card_payment?
what are the steps that i need to take to activate a new card?,0,activate_my_card
when will the transaction be done?,27,transfer_not_received_by_recipient
my top up did not go through yet.,18,pending_top_up
i am missing cash from my bank account according to my app,11,cash_withdrawal_not_recognised
i am unable to use my top-up on the app. could you explain this to me?,24,top_up_reverted
why was money taken for a transfer?,26,transfer_fee_charged
help. my account has been deducted already and the seller says they haven't received the money yet? when can they expect it?,22,reverted_card_payment?
i would like to get an item refunded,21,request_refund
i made a cash deposit a few days ago and it's still not reflected in my account. do you know what might have happened?,2,balance_not_updated_after_cheque_or_cash_deposit
how can i tell if there will be a fee added to my payment or not?,7,card_payment_fee_charged
i thought crypto top up with something you offered and it does not appear that it's working even though the money has disappeared out of my account. can you tell me what's going on?,24,top_up_reverted
please help me! a payment i made had an error on the account number and i can't cancel on my side. can you cancel it?,4,cancel_transfer
is there extra fees for making a withdraw in a different country at a cash machine.,29,wrong_exchange_rate_for_cash_withdrawal
i have used this account overseas recently. has there been an increase in fees that i am unaware of?,26,transfer_fee_charged
how can i fix my bank transfer to show up on my bank account?,1,balance_not_updated_after_bank_transfer
i've been using my account while abroad for a while but only recently i've been charged a fee. why am i only being charged a fee now.,26,transfer_fee_charged
explain why a card payment would be cancelled?,22,reverted_card_payment?
i really need to top-up my card today urgently but my card keeps getting declined!! can you please resolve this problem or try an alternative,23,top_up_failed
i was charged the wing amount for an item.,9,card_payment_wrong_exchange_rate
why was i charged a small amount,15,extra_charge_on_statement
my top-up is taking a while to process!,18,pending_top_up
i wanted to top up my account and it doesn't look like it worked,23,top_up_failed
what do i do about a debit on my account that i didn't make?,14,direct_debit_payment_not_recognised
why was i charged for a cash withdrawal at the atm?,10,cash_withdrawal_charge
how can i investigate a missing refund?,20,Refund_not_showing_up
hi. please can you help me fix a double charge on my card? i'm looking at my transactions and this restaurant i went to earlier in the week has charged me twice! please remove the additional charge for me.,25,transaction_charged_twice
i did not make a cash withdrawal that is on my statement,11,cash_withdrawal_not_recognised
my cash transaction isn't showing on my account,27,transfer_not_received_by_recipient
my card payment was cancelled. why?,22,reverted_card_payment?
i saw a fee on my app from one of my payments and i wasn't sure where it came from. is there a way you can tell me when there's an additional fee for my payments?,7,card_payment_fee_charged
my money hasn't been deposited yet. when will it be?,18,pending_top_up
there's a duplicate charge on my account?,25,transaction_charged_twice
what does it mean if my top-up has not gone through?,18,pending_top_up
why is my last cheque deposit taking so long?,2,balance_not_updated_after_cheque_or_cash_deposit
the item i bought exchanged rate was incorrect.,9,card_payment_wrong_exchange_rate
is it possible to reactivate the card i thought i lost but found this morning in my jacket?,6,card_linking
why didn't i receive the right amount of cash?,28,wrong_amount_of_cash_received
how do i cancel a recent transfer?,4,cancel_transfer
"my card payment is just showing up as pending since forever, what's going on with that, when should it be going through?",16,pending_card_payment
the exchange rate used on your app is really bad. i'm considering closing my account because of it.,9,card_payment_wrong_exchange_rate
why was my withdrawal requested cancelled by the atm?,13,declined_cash_withdrawal
i don't have my card after 1 week. what are my next steps?,5,card_arrival
i wanna revert a transaction i did this morning.,4,cancel_transfer
i was charged a hidden fee when i paid with card.,7,card_payment_fee_charged
"i tried using a foreign currency at an atm, but the atm provided me an incorrect rate. why is that?",29,wrong_exchange_rate_for_cash_withdrawal
"please, i need your help as to whether or not you have money for a large refunded purchase i made. i requested it some time ago from the seller, but nothing is showing up.",20,Refund_not_showing_up
my card payment says pending and it hasn't changed,16,pending_card_payment
i want this fee reversed from my account.,21,request_refund
how come i can't put money in my top up account?,24,top_up_reverted
can you help me track my card?,5,card_arrival
"after i make a payment, how long will it be before it transitions from ""pending"" to complete?",16,pending_card_payment
i topped up my card but the app rejected it.,23,top_up_failed
i did not set up a direct debit i have,14,direct_debit_payment_not_recognised
my exchange rate looks wrong for my last payment,9,card_payment_wrong_exchange_rate
i want a refund on the things i bought,21,request_refund
my top-up was reverted by the app.,24,top_up_reverted
tell me why my transfer is pending.,19,pending_transfer
can i have the item refunded?,21,request_refund
my payment had a wrong exchange rate.,9,card_payment_wrong_exchange_rate
"i sent money to someone but they haven't gotten it, what's going on?",27,transfer_not_received_by_recipient
hello i changed my mind and really need a refund on something i bought recently. can you please cancel the transaction and get me my money back. please it's urgent.,21,request_refund
i did not charge my account for that transaction. that's an error.,8,card_payment_not_recognised
hello. i just noticed i was charged two times for a restaurant i visited this week. can you reverse the additional charge?,25,transaction_charged_twice
i use my card internationally to manage payments and i just noticed that you are adding additional fees. why? i am a good customer and this has me thinking about leaving.,26,transfer_fee_charged
how do i receive a refund for my item?,21,request_refund
"i am tired of getting charged fees, and i have no idea why, please let me know what/when you charge fees for.",7,card_payment_fee_charged
it shows that the transfer on my account wasn't allowed.,3,beneficiary_not_allowed
a receiver let me know that they didn't receive the full transfer i completed and that it was actually a bit less than what i sent. at this point i have to make another transfer to make up for the amount missing. can you please follow up with what's going on here?,26,transfer_fee_charged
i don't think my top up worked,23,top_up_failed
the purchase i made is still pending.,16,pending_card_payment
what am i supposed to do if the funds haven't show up from a transfer completed this morning?,19,pending_transfer
hello. how do i go about getting a refund of an item i bought ? i want to cancel the payment since i have not received the item yet.,21,request_refund
"hello. i bought an item a while ago, and have since requested a refund. however, upon checking my online statements, it seems that i haven't been issued a refund yet. how can this be remedied?",20,Refund_not_showing_up
"where can i find out the fee structure for my account? i have been charged fees for some transactions, but not for other ones. i can't find a pattern in these fees.",7,card_payment_fee_charged
how long does it take for money to transfer? i sent some to a friend and it hasn't gone through yet.,27,transfer_not_received_by_recipient
why is my transfer still pending after all this time?,19,pending_transfer
what is needed to activate my card?,0,activate_my_card
there is a withdrawal on my account i didn't make.,11,cash_withdrawal_not_recognised
your exchange rate was off. i was charged extra on my payment that i made last saturday.,9,card_payment_wrong_exchange_rate
it's only been a few weeks my my top-up got cancelled,24,top_up_reverted
i bought something and already paid for it but now i don't see it.,22,reverted_card_payment?
how do i activate my new card i just got?,0,activate_my_card
"i made an international purchase, but the exchange rate was wrong",9,card_payment_wrong_exchange_rate
why is there a fee for doing a transfer?,26,transfer_fee_charged
"hi, i want to inquire about my balance. some cash was deposited and it hasn't updated yet.",2,balance_not_updated_after_cheque_or_cash_deposit
why was i charged extra when transferring?,26,transfer_fee_charged
"i tried to withdraw cash and got declined, why is that?",13,declined_cash_withdrawal
i sent some money and the account hasn't recived the transfer i made.,27,transfer_not_received_by_recipient
"hi, i have done a topup, but my money was reverted. please look into this issue.",24,top_up_reverted
"i got some cash at an atm earlier, but now app is showing that i withdrew more than i did. help!",28,wrong_amount_of_cash_received
the atm keeps rejecting my payment. i tried two different atms but did not work .can you please check if everything is okay with my account?,13,declined_cash_withdrawal
i believe my card has been compromised as there are funds showing that i did not receive.,11,cash_withdrawal_not_recognised
who charged me a fee for paying by card?,7,card_payment_fee_charged
i saw there is a cash withdrawal from my account via the app which i did not complete.,11,cash_withdrawal_not_recognised
"i want to reactivate my card, i thought i had lost it but found it again in my jacket.",6,card_linking
i really need to top-up my card today urgently but my card keeps getting declined!! can you please resolve this problem or let me know if you have any alternatives,23,top_up_failed
